ERROR:root:;valorAPosta;corAposta;brancoAposta;winAposta;contadorAposta;Data/Hora
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 15:47:57.134935
ERROR:root:;0.04;PRETO;False;False;2;2021-10-26 15:48:29.228521
ERROR:root:;0.08;PRETO;False;False;3;2021-10-26 15:49:01.816885
ERROR:root:;0.18;VERMELHO;True;True;4;2021-10-26 15:49:33.076800
ERROR:root:;0.02;VERMELHO;True;True;1;2021-10-26 15:50:36.729530
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 15:51:41.010231
ERROR:root:;0.04;VERMELHO;False;False;2;2021-10-26 15:52:14.416991
ERROR:root:;0.08;VERMELHO;False;True;3;2021-10-26 15:52:45.111093
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 15:59:40.792582
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 16:01:15.121813
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 16:18:47.371507
ERROR:root:;0.02;PRETO;True;True;1;2021-10-26 16:19:17.221854
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 16:27:14.649981
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 16:29:53.976111
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 16:32:03.051281
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 16:32:35.847176
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 16:33:08.660002
ERROR:root:;0.04;PRETO;False;False;2;2021-10-26 16:33:40.617350
ERROR:root:;0.08;PRETO;False;True;3;2021-10-26 16:34:12.464127
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 16:34:45.471002
ERROR:root:;0.04;PRETO;False;True;2;2021-10-26 16:35:17.342412
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 16:47:57.450926
ERROR:root:;0.04;PRETO;False;False;2;2021-10-26 16:48:29.533428
ERROR:root:;0.08;PRETO;False;False;3;2021-10-26 16:49:01.587073
ERROR:root:;valorAPosta;corAposta;brancoAposta;winAposta;contadorAposta;Data/Hora
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 16:52:11.902669
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 17:01:42.882405
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 17:02:14.130605
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 17:24:40.698804
ERROR:root:;0.04;VERMELHO;False;True;2;2021-10-26 17:25:12.308680
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 17:27:21.713077
ERROR:root:;0.04;VERMELHO;False;False;2;2021-10-26 17:27:53.374197
ERROR:root:;0.08;VERMELHO;False;True;3;2021-10-26 17:28:24.948293
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 17:28:57.678347
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 17:30:01.614848
ERROR:root:;0.04;PRETO;False;False;2;2021-10-26 17:30:35.054083
ERROR:root:;0.08;PRETO;False;True;3;2021-10-26 17:31:06.584897
ERROR:root:;0.02;VERMELHO;True;False;1;2021-10-26 17:31:38.143803
ERROR:root:;0.04;VERMELHO;True;True;2;2021-10-26 17:32:11.359208
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 17:36:26.239460
ERROR:root:;0.04;VERMELHO;False;False;2;2021-10-26 17:36:58.432608
ERROR:root:;0.08;VERMELHO;False;False;3;2021-10-26 17:37:31.970846
ERROR:root:;0.18;VERMELHO;True;True;4;2021-10-26 17:39:39.702852
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 17:45:03.409156
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 17:47:11.995005
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 17:48:16.767300
ERROR:root:;0.04;PRETO;False;False;2;2021-10-26 17:48:47.136529
ERROR:root:;0.08;PRETO;False;True;3;2021-10-26 17:49:21.402880
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 17:50:23.604135
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 17:50:56.318496
ERROR:root:;0.04;PRETO;False;False;2;2021-10-26 17:51:28.617495
ERROR:root:;0.08;PRETO;False;True;3;2021-10-26 17:51:59.012770
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 17:52:31.827112
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 17:53:04.785483
ERROR:root:;0.04;VERMELHO;False;True;2;2021-10-26 17:53:36.577328
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 17:56:53.280607
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 17:57:26.079937
ERROR:root:;0.04;VERMELHO;False;True;2;2021-10-26 17:57:55.812080
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 18:01:37.877704
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 18:02:08.642516
ERROR:root:;0.04;VERMELHO;False;True;2;2021-10-26 18:02:40.117762
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 18:03:45.029067
ERROR:root:;0.04;PRETO;False;True;2;2021-10-26 18:04:14.771255
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 18:06:20.254453
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 18:07:24.223360
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 18:07:54.923894
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 18:08:27.746409
ERROR:root:;0.04;PRETO;False;False;2;2021-10-26 18:08:59.303389
